-0.099,0.043,-0.235
-0.062,-0.101,-0.564
0.077,-0.077,-0.695
0.736,-0.039,0.056
0.072,-0.076,-0.784
0.097,-0.032,0.061
0.210,-0.123,0.029
-0.766,-0.029,0.193
0.091,0.034,0.431
-0.721,-0.064,0.196
-0.007,0.303,0.870
0.041,-0.071,0.405
-0.005,0.209,0.640
-0.253,-0.095,-0.049
0.098,-0.091,-0.242
0.069,0.015,0.532
0.086,-0.021,0.352
-0.003,-0.091,0.336
0.362,-0.055,0.014
-0.084,-0.066,-0.804
0.055,-0.100,-0.446
0.166,0.057,0.294
0.266,-0.056,-0.086
-0.020,0.253,0.797
0.198,0.040,0.431
0.101,-0.001,-0.457
0.142,0.067,0.468
-0.179,0.031,0.455
0.054,-0.020,-0.885
-0.145,0.015,0.357
-0.384,-0.065,0.058
-0.104,0.028,0.225
-0.119,-0.089,-0.234
0.028,0.098,-0.208
-0.127,0.042,0.278
0.118,-0.087,-0.013
-0.680,-0.035,0.135
-0.033,-0.030,0.626
-0.039,0.093,0.416
0.066,0.005,-0.832
0.406,-0.062,-0.066
-0.178,-0.059,-0.118
-0.106,0.020,-0.287
-0.165,0.082,0.491
0.035,0.084,0.503
-0.048,-0.098,0.142
0.222,0.073,0.263
-0.105,0.025,-0.134
-0.084,0.060,-0.673
0.012,0.101,0.230
-0.241,-0.157,0.024
-0.099,0.043,-0.504
0.077,-0.010,0.456
0.024,-0.007,0.695
-0.000,-0.118,-0.134
0.000,-0.096,-0.951
0.083,-0.002,-0.783
-0.078,0.074,-0.435
-0.115,-0.128,-0.039
-0.018,-0.119,-0.235
0.210,-0.122,-0.055
0.065,0.077,-0.450
-0.003,-0.003,-0.926
0.112,-0.122,-0.067
-0.025,0.052,0.762
0.044,-0.094,0.156
0.765,-0.025,0.207
0.277,-0.067,0.034
-0.172,0.073,0.294
-0.519,-0.056,-0.004
0.098,-0.035,-0.599
0.096,0.031,0.156
-0.214,-0.130,-0.057
-0.490,-0.062,0.092
-0.020,0.095,0.669
-0.072,-0.104,-0.171
0.146,0.017,0.253
0.436,-0.056,0.095
-0.213,-0.075,-0.186
0.017,-0.046,0.589
0.224,0.045,0.352
-0.017,0.179,0.753
0.098,-0.025,-0.700
0.057,0.025,0.600
-0.040,0.099,0.003
-0.765,-0.021,0.130
0.404,-0.077,-0.007
-0.110,0.002,-0.198
-0.084,-0.061,0.253
-0.284,-0.066,0.039
0.776,-0.038,0.156
-0.145,-0.097,-0.175
-0.004,0.047,-0.839
0.729,-0.070,0.132
0.075,-0.138,-0.038
0.041,-0.108,-0.726
0.572,-0.059,0.048
0.166,-0.062,-0.060
-0.033,0.082,0.595
0.096,-0.038,-0.023
-0.076,0.029,-0.784
0.083,-0.068,0.021
-0.564,-0.041,0.077
0.195,0.112,0.287
-0.101,-0.075,0.041
-0.107,0.035,0.380
0.097,-0.043,-0.504
-0.050,-0.110,-0.358
-0.342,-0.056,0.003
-0.039,-0.074,0.436
-0.108,-0.006,-0.689
0.043,-0.044,0.531
0.495,-0.054,-0.014
0.098,0.013,0.208
0.007,-0.099,0.230
0.070,0.073,-0.159
-0.052,-0.044,0.533
-0.024,0.093,0.505
0.002,0.104,-0.483
-0.108,0.010,-0.594
-0.257,-0.056,-0.076
-0.026,0.011,0.738
-0.232,0.070,-0.451
0.073,0.071,0.109
-0.019,0.103,-0.092
-0.152,0.281,0.891
0.690,-0.048,0.146
0.229,-0.087,-0.014
0.079,-0.063,0.157
-0.188,0.068,0.385
-0.218,0.048,0.244
-0.059,-0.104,-0.292
-0.105,0.030,-0.012
0.013,0.238,0.728
0.096,-0.032,0.119
-0.072,0.078,-0.214
0.118,0.075,0.373
-0.221,-0.108,0.036
-0.022,-0.116,-0.869
0.161,-0.061,-0.145
-0.045,-0.079,0.355
0.140,0.272,0.880
-0.205,0.111,0.305
-0.040,-0.114,-0.462
0.098,0.023,0.048
-0.020,0.126,0.627
-0.725,-0.020,0.212
0.037,0.097,-0.044
0.763,-0.017,0.116
-0.571,-0.050,0.143
0.098,0.055,0.321
0.176,0.035,0.479
-0.294,-0.088,-0.071
-0.036,0.099,-0.430
0.106,0.049,0.523
0.171,-0.076,0.028
-0.102,-0.032,-0.753
0.250,-0.104,0.050
0.073,0.035,-0.757
0.130,0.097,0.283
0.222,0.038,0.294
0.142,0.013,0.380
0.007,0.101,-0.642
0.100,-0.027,-0.314
-0.206,0.067,0.478
0.373,-0.058,0.061
-0.074,-0.092,-0.703
0.056,-0.089,-0.827
0.033,0.099,0.157
0.073,0.071,-0.527
-0.433,-0.075,-0.003
0.081,-0.099,-0.097
-0.015,0.105,0.082
0.182,0.057,0.385
-0.104,-0.050,-0.448
-0.129,0.086,0.298
0.007,-0.069,0.500
0.044,0.088,0.375
0.101,-0.016,-0.103
-0.022,-0.118,-0.603
-0.230,-0.059,-0.034
0.033,-0.114,-0.409
0.084,0.055,0.014
0.300,-0.085,-0.082
-0.060,0.087,-0.044
-0.714,-0.062,0.152
0.055,0.084,-0.249
-0.188,0.103,0.244
-0.026,0.090,-0.712
0.127,-0.164,-0.070
0.161,0.055,-0.457
-0.060,0.020,0.627
0.006,-0.037,-0.971
-0.040,-0.090,0.277
-0.642,-0.054,0.115
-0.035,0.099,0.241
-0.077,-0.090,-0.400
0.012,0.064,-0.797
-0.104,-0.025,0.221
-0.678,-0.042,0.184
-0.000,0.153,0.785
0.069,-0.089,-0.547
-0.082,-0.099,-0.092
-0.078,-0.057,-0.846
-0.020,0.128,0.700
0.095,0.035,-0.023
0.206,-0.091,-0.145
0.108,-0.098,-0.198
0.189,0.091,0.429
0.101,-0.016,-0.171
-0.099,-0.019,0.314
-0.109,-0.023,-0.304
-0.202,0.109,0.389
-0.052,0.090,-0.631
-0.081,-0.151,-0.026
-0.621,-0.055,0.073
-0.046,0.072,-0.760
0.013,0.195,0.722
-0.103,0.070,-0.545
-0.225,-0.058,-0.107
0.002,-0.120,-0.525
0.007,0.103,-0.383
-0.105,0.025,-0.441
0.035,-0.101,0.104
0.014,-0.101,0.188
0.190,0.072,0.519
-0.141,-0.061,-0.145
0.042,0.072,-0.751
0.016,0.100,0.324
-0.109,-0.008,0.128
0.080,-0.075,-0.351
-0.087,0.026,0.458
-0.553,-0.046,0.025
-0.093,-0.102,-0.134
-0.729,-0.013,0.109
0.130,0.021,0.292
-0.078,0.065,0.368
0.021,0.076,0.664
-0.090,-0.073,-0.487
0.061,-0.048,0.439
0.118,0.271,0.844
-0.246,-0.068,-0.159
0.010,0.168,0.643
-0.104,-0.046,-0.397
-0.098,-0.059,-0.638
-0.003,0.303,0.828
0.042,-0.109,-0.631
0.092,0.002,-0.733
-0.233,0.058,0.342
0.198,-0.093,-0.082
-0.019,0.103,0.135
0.239,-0.092,-0.080
0.310,-0.059,0.010
0.043,0.093,-0.403
0.457,-0.046,0.014
0.045,0.276,0.873
-0.132,-0.149,-0.070
0.652,-0.049,0.084
-0.045,0.023,0.689
0.589,-0.040,0.088
0.099,0.014,-0.552
-0.036,-0.043,0.575
0.083,-0.040,0.310
0.720,-0.021,0.120
0.146,0.060,-0.528
-0.107,-0.032,-0.510
0.010,0.071,0.773
0.067,-0.020,0.499
-0.031,0.099,-0.287
0.161,0.118,0.310
0.012,0.103,-0.013
-0.136,0.095,0.343
-0.030,0.005,-0.897
0.074,0.067,-0.620
0.101,-0.001,-0.626
-0.304,-0.082,-0.003
-0.399,-0.077,-0.028
-0.093,-0.059,0.081
-0.003,-0.121,-0.282
0.129,0.059,-0.429
-0.040,-0.109,-0.087
-0.067,0.031,0.585
0.108,0.055,-0.510
0.060,0.283,0.796
-0.079,-0.076,0.158
0.013,0.263,0.775
-0.083,0.070,0.104
0.092,0.008,0.325
-0.021,0.227,0.748
0.510,-0.044,0.040
0.031,-0.107,-0.015
0.267,-0.057,-0.039
0.044,0.093,0.042
0.118,-0.099,-0.113
-0.151,0.060,-0.483
0.067,-0.052,0.373
-0.021,0.153,0.664
0.112,0.039,0.394
-0.061,0.275,0.870
-0.083,0.073,-0.483
-0.101,-0.056,-0.249
-0.091,0.056,-0.272
0.100,-0.027,-0.409
-0.178,-0.063,-0.171
-0.161,0.089,0.450
-0.048,0.096,0.109
0.605,-0.047,0.156
0.000,0.221,0.828
0.011,0.195,0.675
0.080,-0.058,0.199
-0.072,0.077,-0.351
-0.532,-0.064,0.072
-0.095,0.000,0.394
-0.091,0.056,-0.060
-0.045,-0.105,-0.023
-0.140,-0.076,0.034
-0.482,-0.070,0.021
-0.098,0.020,0.342
-0.108,-0.027,-0.171
0.166,-0.060,-0.103
0.233,-0.154,0.039
-0.200,0.015,0.406
-0.075,0.075,-0.309
0.038,0.068,0.613
0.012,0.092,0.537
0.182,0.010,0.405
0.092,0.028,0.286
-0.022,-0.144,-0.790
0.035,-0.077,-0.932
0.094,0.035,-0.383
-0.214,-0.094,-0.097
-0.076,0.020,0.542
-0.099,0.043,-0.573
0.271,-0.061,-0.128
0.519,-0.052,0.126
-0.044,0.097,-0.520
0.198,0.067,-0.457
-0.047,-0.004,0.653
0.724,-0.057,0.089
-0.040,0.282,0.765
-0.047,-0.091,0.232
0.092,0.043,0.081
-0.151,0.011,0.268
-0.058,-0.103,-0.666
-0.142,0.058,0.410
0.017,0.101,-0.583
-0.172,-0.096,-0.102
-0.072,-0.039,0.459
-0.027,0.095,0.452
-0.088,0.271,0.828
0.031,0.032,-0.841
0.253,-0.148,-0.075
-0.273,-0.060,-0.002
0.077,0.069,-0.487
-0.061,-0.080,-0.871
-0.110,-0.098,-0.063
-0.040,-0.104,0.061
-0.231,-0.157,-0.023
-0.084,-0.082,-0.598
-0.022,0.100,0.331
0.045,-0.013,0.610
0.144,0.079,0.432
-0.421,-0.071,0.050
0.091,0.042,-0.460
0.070,-0.085,-0.747
-0.010,0.105,-0.182
0.088,0.019,0.367
0.038,-0.000,0.660
-0.196,0.004,0.325
-0.003,-0.120,-0.684
-0.256,-0.087,-0.123
0.089,-0.063,-0.053
-0.087,0.063,-0.140
-0.144,0.050,0.491
0.062,0.036,0.563
-0.081,-0.182,-0.055
0.140,-0.063,-0.176
0.031,-0.102,-0.863
-0.105,0.029,-0.097
0.045,0.089,-0.606
-0.035,-0.071,-0.961
-0.034,0.098,0.368
-0.091,0.056,0.289
0.063,0.051,0.521
0.478,-0.048,0.072
-0.125,-0.062,-0.087
-0.100,-0.056,-0.328
0.222,0.082,0.357
0.084,-0.042,-0.795
0.335,-0.054,-0.024
-0.008,-0.119,-0.742
0.089,0.045,-0.240
0.018,0.065,0.736
-0.352,-0.051,-0.034
-0.106,-0.037,-0.214
0.108,-0.181,-0.039
0.022,0.101,0.077
0.042,-0.104,-0.065
0.071,0.284,0.838
0.207,-0.127,-0.008
0.001,-0.030,0.668
0.263,-0.105,0.012
-0.231,-0.144,-0.088
-0.188,0.031,0.295
-0.125,0.070,0.371
0.075,-0.080,-0.658
-0.060,0.087,0.035
-0.097,-0.060,0.003
0.180,0.004,0.268
0.199,0.100,0.252
0.082,0.058,0.264
-0.283,-0.057,-0.102
-0.253,-0.090,-0.013
0.049,0.076,0.470
0.726,-0.026,0.218
0.007,0.098,0.431
-0.057,0.089,-0.182
-0.151,0.110,0.280
-0.167,-0.061,-0.076
-0.383,-0.062,-0.079
-0.071,-0.094,-0.522
0.008,-0.005,0.728
0.198,-0.063,-0.171
-0.368,-0.075,0.027
-0.133,0.028,0.315
-0.214,-0.085,-0.013
0.035,-0.091,0.259
0.037,0.097,-0.309
0.046,0.090,0.223
0.415,-0.049,0.014
-0.161,0.280,0.835
0.008,0.105,0.700
-0.721,-0.034,0.073
-0.182,0.003,0.368
0.033,0.097,-0.531
-0.078,-0.015,-0.845
0.061,-0.096,-0.271
-0.040,0.082,0.547
0.114,0.061,0.442
0.268,-0.141,-0.013
-0.088,0.038,-0.715
0.073,-0.084,-0.473
0.738,-0.065,0.218
0.094,0.039,-0.088
0.004,0.269,0.880
-0.062,0.084,-0.594
-0.082,-0.049,0.335
-0.194,-0.091,-0.055
0.012,-0.118,-0.372
-0.103,-0.099,-0.203
0.150,-0.092,-0.050
-0.003,0.138,0.577
-0.267,-0.149,-0.004
0.019,-0.117,-0.219
-0.088,-0.049,0.287
0.066,0.059,0.435
0.091,-0.052,-0.096
-0.110,-0.010,-0.097
-0.106,-0.037,-0.557
0.134,0.074,0.244
0.192,0.109,0.395
0.120,0.083,0.320
0.075,0.068,-0.413
0.036,-0.085,0.309
0.203,-0.064,-0.003
0.097,-0.043,-0.351
0.145,-0.066,-0.002
-0.191,0.080,0.515
0.654,-0.038,0.140
0.120,0.041,0.479
0.008,0.255,0.836
0.081,-0.064,0.061
-0.086,-0.088,-0.259
-0.049,-0.104,-0.801
-0.024,-0.115,-0.161
0.071,-0.104,-0.166
0.764,-0.031,0.079
0.058,-0.098,-0.335
-0.331,-0.055,-0.076
-0.759,-0.059,0.210
0.002,-0.121,-0.425
-0.026,-0.064,0.511
-0.052,-0.058,-0.926
0.020,0.095,-0.674
-0.106,0.020,-0.377
0.078,0.060,-0.654
-0.135,-0.065,-0.187
-0.091,0.057,0.204
-0.208,0.052,0.447
0.176,0.272,0.870
0.388,-0.050,-0.023
-0.232,0.067,0.294
-0.007,0.089,0.748
0.215,0.024,0.326
-0.024,-0.108,0.030
0.067,-0.092,-0.414
-0.051,0.271,0.796
0.074,-0.174,-0.035
0.159,0.084,0.494
-0.108,-0.027,-0.621
-0.051,0.094,0.183
-0.008,-0.114,-0.039
-0.046,-0.111,-0.194
-0.055,-0.104,-0.732
0.028,-0.113,-0.166
-0.754,-0.063,0.092
-0.013,0.104,-0.346
0.330,-0.083,-0.060
-0.100,0.039,-0.631
0.076,-0.097,-0.062
-0.082,-0.086,-0.326
0.245,-0.062,0.003
-0.067,-0.055,0.427
-0.011,0.195,0.785
-0.231,0.076,0.379
0.101,-0.021,-0.224
0.025,0.100,-0.249
-0.024,-0.090,0.309
-0.222,-0.136,0.055
0.403,-0.057,0.084
-0.110,-0.010,-0.043
0.557,-0.061,0.088
-0.062,-0.101,-0.485
-0.098,0.033,0.426
0.073,0.061,0.347
-0.040,0.035,-0.836
-0.025,0.275,0.863
-0.087,0.063,0.061
-0.463,-0.067,0.071
0.150,0.079,0.385
0.214,0.066,-0.425
0.441,-0.050,0.045
-0.108,0.015,0.156
0.042,-0.109,-0.541
-0.357,-0.081,-0.014
-0.105,-0.032,0.035
-0.072,0.078,-0.515
0.028,0.097,0.289
-0.183,0.061,-0.451
0.031,-0.005,-0.905
0.075,0.068,-0.021
0.010,-0.081,0.415
-0.081,0.066,0.321
0.086,-0.064,-0.621
0.171,-0.066,-0.197
-0.018,-0.103,0.167
-0.119,-0.098,-0.097
-0.162,-0.084,-0.003
-0.199,-0.061,-0.145
-0.201,0.008,0.275
0.145,0.067,-0.488
0.091,-0.054,-0.716
0.045,0.006,-0.864
0.022,0.100,0.198
0.075,0.015,0.489
-0.130,0.272,0.860
0.026,-0.069,-0.963
-0.186,0.273,0.893
-0.095,-0.061,-0.724
0.343,-0.080,-0.005
-0.563,-0.059,0.107
-0.099,0.030,-0.679
0.041,-0.076,0.362
-0.147,-0.064,-0.045
0.221,-0.142,-0.081
0.219,-0.061,-0.139
-0.023,-0.179,-0.803
0.165,0.115,0.365
-0.056,-0.090,0.181
0.033,-0.114,-0.599
0.187,-0.062,-0.034
0.050,0.088,-0.180
-0.105,-0.059,-0.113
-0.028,0.100,-0.567
0.084,-0.068,-0.583
0.084,0.015,0.405
0.234,-0.091,-0.113
0.050,0.089,-0.138
-0.021,0.200,0.727
0.314,-0.084,-0.023
-0.157,0.042,0.295
-0.064,0.066,0.500
0.731,-0.022,0.084
-0.269,-0.132,-0.070
-0.039,-0.103,0.103
-0.105,-0.032,0.104
-0.000,0.116,0.517
-0.177,-0.094,-0.161
0.187,0.031,0.295
0.219,0.035,0.383
-0.140,0.052,0.247
-0.447,-0.062,-0.043
-0.178,0.095,0.416
-0.107,-0.016,-0.721
0.088,-0.051,0.093
-0.079,-0.077,0.116
0.245,-0.159,0.003
0.009,0.136,0.617
-0.772,-0.038,0.162
-0.025,0.085,0.627
0.007,0.234,0.798
-0.175,0.116,0.372
-0.255,-0.109,0.060
-0.006,-0.142,-0.820
0.097,-0.034,-0.066
0.085,0.060,-0.569
0.394,-0.075,0.025
0.081,0.058,-0.349
-0.218,-0.070,0.041
0.028,0.019,0.719
0.093,-0.101,-0.133
-0.052,0.084,-0.689
0.019,-0.117,-0.340
-0.014,0.104,-0.145
0.014,-0.133,-0.793
-0.081,0.073,0.178
0.101,-0.006,-0.663
-0.084,-0.005,0.468
-0.198,0.114,0.336
-0.103,0.036,-0.472
0.228,-0.092,-0.046
0.446,-0.072,-0.007
-0.094,0.054,0.130
-0.453,-0.048,-0.000
-0.119,0.039,0.468
0.101,0.004,-0.420
0.101,-0.001,-0.340
0.048,-0.104,-0.573
-0.119,-0.100,-0.155
-0.126,-0.181,-0.066
-0.016,0.023,-0.873
-0.083,-0.034,0.406
0.329,-0.058,-0.096
0.028,-0.104,0.067
-0.225,-0.091,-0.065
-0.606,-0.045,0.140
0.086,-0.140,-0.074
0.070,0.073,-0.275
0.279,-0.086,-0.108
0.171,0.002,0.347
-0.029,0.101,0.209
0.011,0.274,0.730
-0.106,0.025,0.077
-0.110,0.003,0.051
0.095,0.035,-0.182
0.134,-0.061,-0.108
0.087,-0.065,-0.425
-0.106,0.020,-0.166
0.102,-0.011,-0.134
0.043,-0.104,-0.097
0.155,-0.094,-0.081
0.168,0.091,0.293
-0.008,-0.044,0.611
0.075,0.063,0.296
0.092,-0.054,-0.171
0.019,-0.117,-0.499
-0.262,-0.058,-0.034
0.055,0.083,-0.339
-0.013,0.104,-0.261
-0.034,0.069,0.682
-0.105,-0.042,-0.277
-0.107,-0.032,-0.652
-0.230,0.041,0.372
0.713,-0.029,0.156
-0.104,0.007,0.297
0.083,-0.072,-0.272
-0.093,0.052,-0.362
0.133,0.276,0.816
0.003,0.104,-0.069
-0.263,-0.145,0.044
-0.069,0.080,0.246
0.282,-0.088,-0.055
-0.114,0.074,-0.488
-0.063,0.079,0.394
-0.019,0.184,0.664
-0.092,-0.069,-0.422
-0.108,0.004,0.204
-0.046,0.095,0.300
0.062,-0.069,0.302
0.765,-0.066,0.130
-0.050,-0.019,-0.910
-0.087,0.063,0.030
-0.013,0.104,-0.314
0.199,0.111,0.319
-0.072,0.015,-0.818
0.255,-0.098,-0.028
-0.102,0.031,0.262
0.719,-0.061,0.174
-0.085,-0.131,-0.050
0.047,0.091,0.113
-0.098,-0.059,-0.029
-0.157,0.056,0.519
0.155,0.035,0.455
-0.050,-0.110,-0.410
0.021,-0.107,0.024
-0.094,-0.066,-0.561
-0.250,-0.091,-0.085
-0.011,0.116,0.727
0.235,-0.057,-0.081
